,Spot,Up,Down
3916,3.04,4.87,-1.0
3917,3.76,4.44,0.0
3918,8.26,3.04,0.0
3919,4.05,27.0,3.76
3920,2.52,27.0,8.26
3921,2.56,11.0,4.05
3922,1.51,4.08,4.08
3923,1.42,9.59,0.99
3924,1.14,14.97,0.0
3925,1.0,4.01,-1.0
3926,1.46,1.14,-1.0
3927,3.22,1.0,-1.0
3928,18.73,3.98,0.0
3929,48.049999,11.0,3.22
3930,77.690002,47.61,18.73
3931,83.639999,58.0,48.05
3932,87.029999,61.0,48.37
3933,83.989998,58.0,48.02
3934,75.010002,57.0,45.93
3935,68.559998,37.5,36.28
3936,62.830002,30.6,30.6
3937,60.27,27.97,10.5
3938,59.93,26.29,7.0
3939,59.77,24.17,3.97
3940,63.130001,26.86,3.97
3941,83.970001,28.48,3.97
3942,96.230003,62.77,4.0
3943,93.0,84.33,7.0
3944,83.699997,96.23,16.0
3945,68.790001,93.0,47.0
3946,61.990002,83.7,46.0
3947,51.91,71.56,44.63
3948,50.799999,75.85,75.85
3949,50.060001,73.73,73.73
3950,58.27,72.26,72.26
3951,68.470001,71.01,71.01
3952,82.080002,108.0,72.48
3953,88.849998,119.0,70.24
3954,95.0,82.08,82.08
3955,102.279999,88.85,88.85
3956,95.0,125.0,92.72
3957,90.0,84.08,84.08
3958,84.18,98.0,65.72
3959,78.220001,98.0,57.93
3960,71.519997,80.0,39.0
3961,69.099998,18.04,18.04
3962,68.029999,10.02,10.02
3963,68.18,2.58,2.58
3964,71.089996,1.8,-1.0
3965,87.279999,3.17,-3.0
3966,93.550003,36.27,-1.5
3967,96.809998,108.0,87.28
3968,90.0,84.06,84.06
3969,83.989998,84.09,46.0
3970,81.400002,84.05,43.0
3971,74.989998,86.33,41.0
3972,72.010002,84.67,41.0
3973,71.900002,84.32,43.64
3974,73.0,84.4,48.0
3975,79.010002,83.87,48.0
3976,85.599998,60.2,39.67
3977,94.599998,69.34,39.67
3978,100.0,84.41,38.0
3979,100.0,94.6,38.0
3980,97.360001,118.0,100.0
3981,91.769997,118.89,71.59
3982,83.139999,77.05,77.05
3983,77.589996,74.45,74.45
3984,70.769997,55.7,55.7
3985,70.949997,33.15,33.15
3986,66.900002,40.32,40.32
3987,68.57,32.89,29.47
3988,70.980003,36.0,29.71
3989,85.580002,62.55,62.55
3990,101.730003,109.0,70.98
3991,102.459999,109.0,90.08
3992,94.209999,107.25,107.25
3993,86.059998,174.76,174.76
3994,79.82,104.95,56.74
3995,75.599998,97.99,97.99
3996,76.900002,89.99,63.0
3997,81.959999,89.97,48.0
3998,80.970001,89.98,43.0
3999,85.5,89.91,36.7
4000,92.639999,80.97,36.7
4001,102.529999,85.5,40.0
4002,118.050003,92.64,49.0
4003,111.529999,102.53,49.0
4004,98.419998,118.05,118.05
4005,86.18,108.85,108.85
4006,66.760002,139.0,98.42
4007,58.869999,130.0,86.18
4008,52.0,67.3,67.3
4009,56.009998,58.87,58.87
4010,56.57,52.0,52.0
4011,56.029999,41.87,41.87
4012,64.540001,36.27,36.27
4013,71.720001,85.0,32.73
4014,94.080002,64.54,64.54
4015,99.0,79.4,79.4
4016,87.559998,99.65,99.65
4017,78.169998,104.0,104.0
4018,67.800003,97.99,97.99
4019,61.880001,89.99,89.99
4020,58.830002,124.89,124.89
4021,58.349998,99.92,99.92
4022,60.029999,90.55,90.55
4023,68.699997,86.15,48.0
4024,83.980003,73.82,73.82
4025,92.139999,70.25,70.25
4026,109.540001,55.07,55.07
4027,100.980003,71.99,71.99
4028,88.080002,102.0,70.09
4029,81.879997,120.0,55.02
4030,54.959999,118.0,45.31
4031,48.860001,110.21,46.37
4032,48.830002,21.57,21.57
4033,48.830002,80.0,48.86
4034,48.860001,53.0,34.0
4035,52.080002,34.91,34.0
4036,66.370003,23.01,21.72
4037,85.57,53.0,21.41
4038,97.050003,79.0,51.48
4039,100.019997,188.0,85.57
4040,95.0,97.05,97.05
4041,84.099998,100.02,100.02
4042,81.0,95.0,95.0
4043,76.419998,84.1,84.1
4044,66.370003,81.0,81.0
4045,67.150002,76.08,76.08
4046,67.699997,63.17,63.17
4047,66.0,59.08,59.08
4048,83.849998,36.13,36.13
4049,91.099998,78.0,30.83
4050,97.0,88.0,47.58
4051,96.910004,137.0,58.64
4052,92.370003,125.0,72.34
4053,85.860001,85.0,42.61
4054,77.830002,42.37,42.37
4055,78.25,63.0,41.13
4056,72.449997,31.62,31.62
4057,69.639999,21.01,2.1
4058,68.389999,19.66,0.0
4059,65.68,18.81,-3.0
4060,63.360001,18.92,-3.0
4061,66.040001,19.0,-3.0
4062,73.5,63.0,-3.0
4063,74.370003,68.0,36.55
4064,64.93,46.87,46.87
4065,58.380001,48.1,48.1
4066,54.799999,49.98,49.98
4067,52.599998,53.0,50.03
4068,49.369999,55.02,55.02
4069,50.380001,53.0,50.69
4070,58.259998,58.78,58.78
4071,62.490002,80.0,62.73
4072,73.0,68.0,54.76
4073,81.0,51.06,51.06
4074,89.0,49.64,49.64
4075,92.75,79.0,51.29
4076,89.980003,48.09,48.09
4077,83.980003,48.0,36.72
4078,78.050003,48.0,42.48
4079,76.010002,49.08,49.08
4080,66.800003,48.0,29.65
4081,63.040001,47.63,24.23
4082,60.029999,47.63,22.97
4083,54.93,41.21,21.94
4084,50.09,41.19,21.9
4085,50.110001,31.59,22.42
4086,52.759998,22.44,22.44
4087,55.0,22.47,22.47
4088,55.0,24.36,20.1
4089,50.200001,73.0,21.0
4090,45.630001,77.0,32.42
4091,39.849998,63.0,31.83
4092,27.200001,63.0,33.02
4093,24.299999,79.0,32.88
4094,26.99,86.0,27.79
4095,48.099998,86.0,32.45
4096,60.48,85.0,37.7
4097,70.050003,66.0,49.63
4098,84.349998,97.0,49.29
4099,86.209999,80.0,48.0
4100,86.699997,84.0,54.85
4101,88.129997,80.0,40.99
4102,81.0,96.0,48.1
4103,65.989998,80.0,47.51
4104,62.959999,27.5,27.5
4105,61.029999,19.18,19.18
4106,58.900002,15.31,15.31
4107,58.619999,5.1,5.1
4108,62.5,3.66,3.66
4109,76.099998,3.63,3.63
4110,88.940002,18.08,18.08
4111,92.0,123.0,60.86
4112,90.0,160.0,79.83
4113,86.279999,800.0,83.95
4114,82.0,260.0,67.16
4115,78.480003,143.0,70.55
4116,69.93,120.0,69.29
4117,67.339996,119.0,70.97
4118,72.050003,119.0,69.93
4119,75.129997,189.0,66.13
4120,82.940002,120.0,44.59
4121,88.970001,120.0,44.78
4122,93.790001,98.62,46.17
4123,94.07,300.0,79.08
4124,91.269997,260.0,75.65
4125,86.089996,108.0,43.73
4126,77.800003,120.0,42.18
4127,74.029999,98.62,35.13
4128,68.379997,78.0,24.83
4129,66.800003,54.0,26.33
4130,65.68,52.01,25.95
4131,64.839996,27.53,19.0
4132,67.669998,25.35,19.0
4133,83.080002,24.82,24.82
4134,93.760002,66.22,66.22
4135,96.0,90.61,90.61
4136,93.650002,99.66,68.97
4137,90.970001,140.0,97.39
4138,90.099998,150.0,99.65
4139,88.480003,170.0,94.9
4140,83.900002,170.0,94.67
4141,80.07,90.67,90.67
4142,81.730003,90.69,90.69
4143,82.410004,90.66,90.66
4144,89.949997,86.07,86.07
4145,97.589996,87.46,87.46
4146,100.459999,90.62,90.62
4147,100.099998,97.59,97.59
4148,96.870003,100.46,100.46
4149,90.68,71.72,71.72
4150,82.940002,57.07,57.07
4151,72.589996,50.33,50.33
4152,72.529999,29.15,29.15
4153,70.290001,32.14,27.92
4154,70.089996,32.14,26.52
4155,71.18,30.93,25.93
4156,75.010002,25.75,25.75
4157,87.849998,25.03,4.87
4158,109.93,34.91,4.87
4159,120.0,87.85,51.41
4160,103.93,168.0,67.57
4161,93.940002,168.0,120.0
4162,94.339996,103.93,103.93
4163,93.370003,128.0,93.94
4164,89.699997,158.0,99.64
4165,86.910004,499.0,95.0
4166,81.629997,300.0,89.99
4167,85.639999,131.0,89.87
4168,90.959999,85.1,85.1
4169,106.440002,85.64,85.64
4170,139.720001,90.96,90.96
4171,133.380005,106.44,106.44
4172,112.470001,139.72,44.0
4173,93.349998,79.91,43.0
4174,86.339996,71.65,43.0
4175,80.889999,66.29,43.0
4176,79.290001,44.53,44.53
4177,76.190002,36.63,36.63
4178,73.309998,32.57,27.0
4179,75.440002,32.2,27.0
4180,78.760002,31.9,27.0
4181,91.470001,32.19,27.0
4182,104.230003,60.01,27.0
4183,119.809998,91.47,25.0
4184,115.970001,104.23,25.0
4185,99.989998,119.81,27.0
4186,97.330002,115.97,28.0
4187,92.379997,99.99,46.0
4188,90.220001,100.0,46.0
4189,85.739998,98.2,47.0
4190,84.959999,89.97,46.0
4191,87.75,79.09,46.0
4192,95.940002,57.39,57.39
4193,108.389999,63.0,63.0
4194,129.539993,47.12,47.12
4195,124.370003,44.94,24.0
4196,107.370003,38.69,18.0
4197,94.32,35.44,18.0
4198,88.910004,35.13,18.0
4199,84.629997,32.48,21.0
4200,79.620003,29.87,22.0
4201,76.989998,31.84,31.84
4202,75.440002,29.24,29.24
4203,75.769997,28.0,28.0
4204,78.300003,26.81,26.81
4205,89.800003,28.33,28.33
4206,100.540001,31.95,31.95
4207,105.510002,32.87,25.0
4208,95.019997,33.96,24.09
4209,94.410004,35.75,24.32
4210,91.25,39.47,24.69
4211,86.449997,43.58,43.58
4212,80.07,41.72,41.72
4213,79.260002,39.69,39.69
4214,78.959999,35.8,35.8
4215,79.830002,35.18,35.18
4216,93.269997,33.13,33.13
4217,107.959999,32.58,32.58
4218,105.989998,33.5,33.5
4219,109.080002,39.66,25.28
4220,100.720001,33.48,25.0
4221,98.379997,32.15,25.0
4222,89.709999,31.22,25.0
4223,88.940002,30.08,19.75
4224,84.330002,26.58,11.8
4225,84.300003,29.12,0.5
4226,81.190002,26.13,0.5
4227,75.480003,22.19,0.5
4228,74.029999,21.73,-4.0
4229,82.599998,21.82,-7.5
4230,81.540001,24.82,-7.5
4231,82.800003,30.03,16.71
4232,81.519997,30.95,16.71
4233,75.239998,32.88,16.71
4234,73.370003,34.0,16.71
4235,71.169998,34.13,16.71
4236,68.970001,34.14,16.71
4237,65.739998,34.09,16.71
4238,64.870003,34.02,16.71
4239,66.099998,33.79,16.71
4240,69.739998,33.77,19.0
4241,83.779999,34.07,19.0
4242,94.239998,34.26,19.0
4243,95.949997,34.44,19.0
4244,95.290001,34.37,19.0
4245,91.029999,34.05,10.5
4246,84.779999,33.05,10.3
4247,76.889999,32.12,10.5
4248,71.0,30.39,10.0
4249,68.050003,28.86,10.5
4250,68.18,28.07,10.5
4251,68.160004,26.65,0.13
4252,65.919998,25.86,0.13
4253,66.07,24.63,0.12
4254,65.029999,26.0,0.11
4255,62.290001,29.95,-2.96
4256,59.610001,30.09,-2.96
4257,52.889999,31.76,5.0
4258,52.959999,33.0,12.97
4259,49.580002,33.5,12.94
4260,32.290001,34.0,22.0
4261,30.32,33.98,22.0
4262,31.860001,32.29,22.75
4263,45.049999,30.32,22.75
4264,67.029999,41.0,31.86
4265,80.550003,40.0,34.26
4266,90.849998,34.6,19.0
4267,95.0,34.64,19.0
4268,93.68,34.83,18.0
4269,92.910004,34.54,18.0
4270,86.959999,34.23,18.0
4271,81.199997,38.0,33.5
4272,73.379997,38.0,32.33
4273,70.199997,28.31,14.62
4274,68.919998,28.01,0.1
4275,69.150002,27.17,0.0
4276,74.0,27.7,0.0
4277,94.290001,31.25,0.0
4278,103.18,34.25,0.0
4279,98.489998,94.29,23.0
4280,94.239998,103.18,103.18
4281,89.699997,98.49,98.49
4282,86.949997,94.24,94.24
4283,86.739998,89.7,89.7
4284,80.400002,86.95,86.95
4285,78.269997,86.74,86.74
4286,81.199997,85.81,85.81
4287,84.959999,84.62,84.62
4288,90.449997,58.0,54.3
4289,99.620003,56.0,52.54
4290,123.959999,69.81,69.81
4291,117.959999,99.62,99.62
4292,98.980003,123.96,123.96
4293,97.489998,92.23,92.23
4294,89.589996,90.47,90.47
4295,81.029999,64.03,64.03
4296,76.330002,54.0,39.02
4297,74.980003,54.0,35.88
4298,73.449997,35.4,35.4
4299,74.519997,35.23,35.23
4300,78.459999,35.13,35.13
4301,93.790001,35.42,35.42
4302,103.480003,60.68,60.68
4303,111.029999,93.79,93.79
4304,104.040001,103.48,103.48
4305,99.139999,111.03,111.03
4306,100.019997,104.04,104.04
4307,98.110001,99.14,53.0
4308,95.260002,100.02,53.0
4309,93.540001,98.11,53.0
4310,96.900002,95.26,51.0
4311,91.190002,93.54,49.33
4312,97.93,97.89,51.0
4313,100.040001,97.86,51.0
4314,103.400002,97.93,49.0
4315,99.059998,100.04,100.04
4316,96.330002,400.0,103.4
4317,94.970001,188.0,99.06
4318,84.589996,88.6,88.6
4319,80.82,61.5,61.5
4320,79.019997,37.77,34.53
4321,75.629997,35.23,19.0
4322,74.129997,34.45,8.0
4323,74.029999,33.59,18.0
4324,78.029999,33.3,-2.95
4325,95.860001,33.98,-2.95
4326,102.150002,69.95,-2.95
4327,108.0,158.0,20.02
4328,106.370003,159.0,102.15
4329,107.559998,108.0,108.0
4330,102.230003,106.37,106.37
4331,99.0,103.36,103.36
4332,96.080002,89.31,89.31
4333,92.43,89.72,89.72
4334,87.290001,81.73,81.73
4335,87.360001,81.28,81.28
4336,94.440002,58.0,52.0
4337,100.269997,52.09,52.0
4338,99.970001,62.0,52.0
4339,98.970001,100.27,49.0
4340,97.019997,99.97,49.0
4341,96.010002,51.93,46.0
4342,84.360001,47.82,46.0
4343,81.57,38.55,38.55
4344,75.900002,37.86,37.86
4345,73.730003,36.7,36.7
4346,72.010002,36.46,24.85
4347,71.239998,35.9,25.0
4348,73.959999,35.3,21.0
4349,84.910004,36.05,21.0
4350,95.949997,51.1,21.0
4351,98.5,84.91,84.91
4352,96.400002,95.95,95.95
4353,94.959999,98.73,55.0
4354,96.510002,102.74,58.0
4355,93.510002,100.29,30.43
4356,90.190002,100.29,30.41
4357,85.669998,100.22,34.0
4358,85.0,100.23,50.0
4359,85.68,100.26,100.26
4360,95.910004,98.37,98.37
4361,99.980003,86.55,86.55
4362,103.769997,95.91,95.91
4363,100.339996,99.98,99.98
4364,99.510002,103.77,103.77
4365,98.169998,118.0,100.34
4366,91.989998,99.51,99.51
4367,90.769997,98.17,98.17
4368,85.360001,87.59,87.59
4369,82.18,88.0,57.18
4370,82.349998,65.0,52.22
4371,83.220001,65.0,48.85
4372,86.68,88.0,44.94
4373,102.0,98.0,62.09
4374,112.0,139.0,84.6
4375,122.5,102.0,102.0
4376,107.239998,112.0,52.0
4377,103.279999,122.5,52.49
4378,100.0,107.24,55.0
4379,99.610001,103.28,55.0
4380,89.839996,110.0,110.0
4381,82.370003,109.9,109.9
4382,82.529999,104.9,104.9
4383,82.57,105.52,105.52
4384,94.230003,109.38,109.38
4385,99.980003,109.65,109.65
4386,110.0,101.39,101.39
4387,109.489998,99.98,99.98
4388,105.550003,110.0,110.0
4389,105.019997,99.96,99.96
4390,99.980003,88.41,88.41
4391,92.639999,108.0,75.95
4392,84.389999,100.0,62.62
4393,80.900002,57.73,57.73
4394,77.57,41.41,41.41
4395,74.050003,40.9,40.9
4396,74.059998,40.64,40.64
4397,78.970001,50.63,40.56
4398,81.449997,51.65,51.19
4399,83.029999,95.0,69.46
4400,79.339996,71.04,71.04
4401,74.059998,71.53,71.53
4402,70.0,69.21,69.21
4403,67.040001,69.84,69.84
4404,65.0,69.9,69.9
4405,66.599998,69.92,69.92
4406,73.0,73.82,73.82
4407,75.199997,77.53,77.53
4408,85.449997,80.99,80.99
4409,95.440002,83.97,83.97
4410,106.959999,85.48,85.48
4411,107.43,95.44,95.44
4412,106.970001,89.94,89.94
4413,106.949997,76.27,76.27
4414,100.0,76.27,76.27
4415,94.18,101.0,77.46
4416,86.739998,88.0,62.12
4417,80.050003,101.0,44.97
4418,75.610001,57.0,26.67
4419,75.029999,39.54,26.78
4420,73.989998,39.61,27.0
4421,74.5,39.79,27.0
4422,75.419998,40.63,27.94
4423,78.68,55.57,55.57
4424,77.080002,71.89,71.89
4425,75.239998,65.85,65.85
4426,78.029999,69.91,69.91
4427,78.019997,71.36,71.36
4428,74.0,69.91,69.91
4429,69.260002,69.92,69.92
4430,69.07,66.61,66.61
4431,77.029999,66.4,66.4
4432,83.07,65.43,65.43
4433,93.849998,66.86,66.86
4434,99.540001,75.31,75.31
4435,100.0,90.86,90.86
4436,102.089996,97.15,97.15
4437,104.919998,73.9,73.9
4438,95.730003,73.78,73.78
4439,81.550003,70.48,70.48
4440,75.220001,62.53,62.53
4441,74.010002,63.49,42.07
4442,72.010002,58.12,41.46
4443,71.540001,41.22,41.22
4444,74.089996,41.29,41.29
4445,91.57,41.77,41.77
4446,101.93,74.09,74.09
4447,105.690002,91.57,91.57
4448,103.550003,101.93,101.93
4449,101.0,105.69,105.69
4450,100.089996,103.55,103.55
4451,97.910004,99.95,59.52
4452,94.230003,95.07,60.4
4453,88.93,87.11,87.11
4454,83.93,84.0,84.0
4455,87.800003,83.95,83.95
4456,99.360001,88.46,88.46
4457,105.599998,89.35,64.0
4458,114.989998,99.36,57.0
4459,118.0,105.6,57.0
4460,110.739998,114.99,62.13
4461,103.959999,83.6,83.6
4462,94.580002,97.2,97.2
4463,86.800003,90.75,90.75
4464,78.089996,64.16,64.16
4465,73.139999,61.89,61.89
4466,70.870003,50.07,50.07
4467,67.940002,44.69,44.69
4468,71.580002,44.59,44.59
4469,82.540001,44.89,44.89
4470,96.589996,71.58,71.58
4471,97.059998,82.54,82.54
4472,87.290001,96.59,96.59
4473,76.800003,97.06,96.56
4474,70.339996,105.68,56.0
4475,60.07,105.61,105.61
4476,59.91,105.62,105.62
4477,58.509998,94.66,94.66
4478,62.740002,138.0,90.93
4479,68.43,126.0,89.99
4480,75.489998,90.03,90.03
4481,91.459999,90.14,90.14
4482,99.940002,93.7,58.0
4483,103.470001,96.06,96.06
4484,103.970001,107.58,99.94
4485,101.910004,88.46,88.46
4486,91.279999,117.0,76.27
4487,82.339996,117.0,69.96
4488,75.059998,80.0,56.52
4489,75.07,48.56,48.56
4490,75.099998,48.06,46.0
4491,75.07,48.06,45.0
4492,79.730003,47.59,45.0
4493,96.459999,47.94,45.0
4494,104.779999,77.69,44.0
4495,108.309998,130.02,65.0
4496,104.93,132.47,132.47
4497,100.230003,112.07,112.07
4498,99.589996,112.08,112.08
4499,97.650002,112.09,112.09
4500,97.360001,112.05,112.05
4501,96.980003,123.8,123.8
4502,96.870003,111.45,111.45
4503,96.370003,113.9,113.9
4504,100.290001,102.75,102.75
4505,113.57,96.37,96.37
4506,133.479996,112.31,112.31
4507,130.130005,120.5,120.5
4508,120.610001,126.55,126.55
4509,114.910004,70.68,70.68
4510,103.650002,117.0,63.99
4511,89.339996,117.0,57.78
4512,83.080002,70.0,54.81
4513,80.379997,57.0,47.15
4514,79.620003,46.66,44.0
4515,79.489998,45.9,43.0
4516,82.459999,45.87,40.0
4517,105.919998,46.85,39.23
4518,120.459999,80.0,40.93
4519,121.690002,150.0,57.47
4520,117.93,116.84,71.89
4521,110.010002,96.84,85.5
4522,108.360001,100.08,85.47
4523,105.07,102.43,101.93
4524,102.800003,95.09,95.09
4525,106.989998,90.05,90.05
4526,115.690002,90.05,72.43
4527,117.599998,94.84,85.49
4528,123.290001,93.51,93.51
4529,137.990005,97.78,97.78
4530,150.0,92.05,92.05
4531,147.0,135.0,95.91
4532,124.099998,150.14,97.62
4533,111.040001,119.0,90.27
4534,96.699997,79.56,79.56
4535,87.970001,66.31,66.31
4536,78.07,57.35,57.35
4537,76.839996,62.0,57.32
4538,75.150002,60.0,56.93
4539,75.239998,60.0,56.16
4540,77.809998,60.0,56.26
4541,92.879997,61.25,61.25
4542,104.489998,81.85,81.85
4543,107.970001,97.76,97.76
4544,104.620003,104.49,104.49
4545,105.459999,107.97,107.97
4546,102.379997,104.62,104.62
4547,95.0,105.46,105.46
4548,91.919998,102.38,63.0
4549,87.0,108.42,58.0
4550,83.209999,95.05,58.0
4551,82.5,94.45,63.0
4552,88.150002,90.87,90.87
4553,94.470001,91.97,91.97
4554,97.68,94.13,94.13
4555,98.25,98.0,94.47
4556,98.43,125.0,97.68
4557,96.690002,95.81,75.0
4558,91.980003,90.09,60.0
4559,84.730003,119.0,82.32
4560,80.860001,70.05,42.28
4561,75.75,60.05,51.33
4562,74.040001,60.0,55.47
4563,72.870003,60.0,54.71
4564,72.449997,59.54,54.28
4565,74.019997,58.88,46.0
4566,80.019997,52.92,45.0
4567,80.410004,69.15,45.0
4568,79.220001,80.02,50.74
4569,74.730003,119.0,80.41
4570,68.5,105.0,81.86
4571,70.029999,119.0,79.05
4572,65.809998,130.0,80.5
4573,68.830002,130.0,80.02
4574,70.400002,137.0,81.79
4575,73.0,137.0,82.8
4576,81.309998,130.0,88.58
4577,93.160004,90.06,90.06
4578,97.910004,92.14,92.14
4579,99.190002,93.16,93.16
4580,100.050003,93.56,93.56
4581,98.5,93.06,93.06
4582,95.0,119.0,90.04
4583,87.400002,188.0,86.86
4584,79.089996,140.0,68.95
4585,75.139999,155.0,62.05
4586,70.129997,105.0,50.54
4587,68.720001,59.0,49.89
4588,68.690002,59.0,50.13
4589,68.629997,59.0,49.39
4590,70.019997,58.41,50.45
4591,71.559998,58.05,54.24
4592,72.0,66.05,66.05
4593,71.279999,119.0,69.94
4594,73.449997,119.0,72.77
4595,73.0,105.0,70.07
4596,68.089996,105.0,66.5
4597,64.0,58.96,53.0
4598,65.220001,58.45,49.34
4599,67.980003,140.0,64.13
4600,73.75,174.0,67.03
4601,80.849998,174.0,72.08
4602,94.25,174.0,85.19
4603,99.760002,137.0,97.09
4604,103.099998,92.17,92.17
4605,103.629997,79.35,79.35
4606,96.019997,86.41,86.41
4607,83.400002,83.65,57.0
4608,76.040001,73.47,54.0
4609,74.0,56.68,56.68
4610,72.919998,56.03,50.47
4611,73.059998,54.87,48.25
4612,76.120003,54.95,47.62
4613,94.830002,56.12,48.71
4614,105.620003,75.53,48.55
4615,106.010002,94.83,58.5
4616,101.800003,105.62,105.62
4617,95.940002,106.01,106.01
4618,94.989998,125.57,63.39
4619,91.160004,121.46,58.22
4620,87.0,102.05,61.0
4621,86.470001,102.08,73.0
4622,88.889999,96.29,65.53
4623,91.699997,99.66,99.66
4624,99.93,129.0,98.23
4625,108.449997,129.0,99.03
4626,120.489998,99.93,99.93
4627,112.410004,161.36,108.45
4628,103.900002,200.0,120.49
4629,102.260002,200.0,98.44
4630,95.440002,200.0,103.9
4631,88.610001,174.81,95.31
4632,83.400002,129.0,83.81
4633,81.019997,125.0,80.36
4634,76.959999,100.0,72.09
4635,76.949997,119.0,65.09
4636,84.470001,90.0,65.06
4637,98.010002,70.63,70.63
4638,104.029999,85.35,85.35
4639,109.879997,98.01,98.01
4640,106.0,106.43,75.0
4641,102.510002,110.49,80.0
4642,104.309998,111.84,66.0
4643,99.389999,119.23,60.9
4644,97.959999,115.69,60.6
4645,95.279999,106.0,106.0
4646,92.169998,107.88,107.88
4647,91.919998,111.6,111.6
4648,98.790001,120.0,120.0
4649,103.760002,116.83,116.83
4650,105.0,107.0,107.0
4651,100.290001,104.92,104.92
4652,98.519997,105.0,105.0
4653,95.029999,104.0,100.29
4654,86.099998,104.0,98.52
4655,78.0,125.0,95.03
4656,75.199997,119.0,85.58
4657,72.860001,78.0,78.0
4658,72.669998,75.2,57.59
4659,74.379997,72.86,57.99
4660,78.849998,72.67,57.0
4661,95.339996,74.38,57.0
4662,104.980003,81.36,58.0
4663,111.110001,95.34,71.35
4664,110.07,104.98,80.0
4665,103.32,126.26,68.54
4666,101.150002,126.28,70.0
4667,95.410004,137.03,137.03
4668,88.550003,130.08,130.08
4669,79.050003,126.3,126.3
4670,74.440002,126.26,126.26
4671,71.18,126.28,75.0
4672,81.870003,130.01,60.0
4673,91.830002,130.09,59.0
4674,93.459999,130.07,63.0
4675,94.330002,130.02,130.02
4676,88.110001,126.27,126.27
4677,85.5,99.15,99.15
4678,75.68,126.26,75.0
4679,77.949997,98.53,75.0
4680,76.830002,79.6,54.71
4681,75.809998,80.51,56.0
4682,75.720001,76.83,57.0
4683,78.0,75.81,57.22
4684,81.440002,75.72,75.72
4685,97.739998,78.0,56.09
4686,105.0,95.37,55.0
4687,105.0,102.84,55.0
4688,103.169998,105.12,56.0
4689,110.699997,109.44,70.0
4690,112.010002,128.84,62.31
4691,100.360001,128.84,65.0
4692,90.860001,128.9,74.0
4693,85.0,130.08,90.0
4694,79.980003,128.82,75.0
4695,78.120003,108.76,80.0
4696,130.029999,106.07,80.0
4697,94.639999,109.64,90.0
4698,96.699997,108.97,108.97
4699,96.300003,112.17,112.17
4700,91.910004,103.23,103.23
4701,90.860001,96.3,96.3
4702,85.169998,98.25,98.25
4703,79.139999,125.0,93.08
4704,74.910004,85.17,85.17
4705,73.129997,55.15,55.15
4706,71.809998,53.95,48.0
4707,72.620003,53.28,52.0
4708,76.730003,53.08,48.0
4709,93.879997,53.12,48.0
4710,101.870003,76.73,47.0
4711,101.589996,93.88,47.0
4712,97.910004,101.87,54.0
4713,93.370003,101.59,54.24
4714,90.419998,107.04,56.14
4715,89.059998,105.12,59.0
4716,78.010002,104.64,59.0
4717,74.150002,103.76,103.76
4718,70.279999,102.24,63.0
4719,71.260002,101.95,57.1
4720,77.910004,102.64,55.17
4721,90.0,103.46,55.17
4722,96.93,102.15,56.0
4723,96.93,104.61,56.47
4724,94.900002,102.54,102.54
4725,91.169998,96.93,96.93
4726,81.169998,96.1,96.1
4727,72.870003,91.17,91.17
4728,70.010002,81.17,81.17
4729,66.019997,56.36,56.36
4730,60.380001,53.68,53.68
4731,57.48,52.07,52.07
4732,56.860001,51.12,51.12
4733,62.27,50.67,45.0
4734,70.080002,50.87,38.53
4735,75.559998,51.83,46.0
4736,73.839996,70.08,48.17
4737,70.099998,76.02,52.02
4738,66.720001,80.95,55.0
4739,55.650002,80.94,55.0
4740,48.23,80.57,55.0
4741,30.08,54.94,54.94
4742,16.92,48.23,48.23
4743,29.01,41.0,36.0
4744,51.07,42.46,35.71
4745,68.029999,80.51,80.51
4746,77.559998,89.28,89.28
4747,81.059998,96.37,96.37
4748,78.110001,103.44,103.44
4749,75.620003,81.06,81.06
4750,56.16,80.55,80.55
4751,62.299999,75.62,75.62
4752,55.75,67.03,52.0
4753,50.52,48.26,44.0
4754,47.200001,39.99,23.11
4755,42.799999,26.83,5.78
4756,43.59,25.0,5.78
4757,47.82,26.03,5.78
4758,50.02,29.18,11.0
4759,51.529999,35.19,10.0
4760,46.57,36.88,36.88
4761,35.330002,40.0,39.97
4762,25.780001,45.04,28.0
4763,19.559999,35.33,0.9
4764,0.1,25.97,0.0
4765,-1.04,19.56,-6.72
4766,-5.0,2.9,-24.07
4767,0.01,3.04,-30.0
4768,22.5,4.66,-7.0
4769,58.02,9.1,-0.5
4770,54.029999,23.72,-0.5
4771,79.919998,55.16,35.42
4772,85.029999,56.97,45.0
4773,94.190002,65.85,48.0
4774,91.129997,80.96,50.0
4775,61.93,81.53,81.53
4776,61.759998,70.01,70.01
4777,61.93,45.87,45.87
4778,62.139999,45.3,45.3
4779,65.720001,45.34,43.32
4780,73.480003,45.74,9.63
4781,95.300003,46.43,9.0
4782,100.0,73.48,9.63
4783,105.050003,95.3,20.0
4784,98.989998,100.0,56.0
4785,95.0,105.05,50.0
4786,93.099998,113.79,50.0
4787,89.360001,99.05,50.0
4788,83.480003,104.08,51.02
4789,78.400002,115.01,51.02
4790,77.949997,99.17,49.5
4791,85.110001,86.18,49.0
4792,93.699997,83.92,49.0
4793,100.0,83.98,47.0
4794,110.0,84.0,47.0
4795,115.199997,87.39,50.54
4796,110.019997,94.32,53.0
4797,103.860001,92.77,53.0
4798,97.779999,83.96,54.0
4799,85.699997,82.07,52.0
