,Spot,Up,Down
14902,324.529999,64.83,12.03
14903,282.100006,48.23,2.11
14904,226.949997,28.75,1.87
14905,226.929993,33.28,3.0
14906,226.940002,30.0,3.0
14907,226.970001,29.15,3.0
14908,338.76001,28.49,8.5
14909,400.0,34.66,11.5
14910,498.190002,50.01,11.5
14911,507.600006,71.52,14.55
14912,500.660004,183.07,183.07
14913,492.320007,184.54,184.54
14914,492.399994,188.05,188.05
14915,457.799988,154.09,154.09
14916,454.369995,119.92,119.92
14917,417.200012,92.31,92.31
14918,439.959991,90.03,90.03
14919,446.779999,90.09,90.09
14920,461.440002,87.44,55.0
14921,466.399994,85.37,15.0
14922,488.059998,84.23,9.5
14923,487.820007,113.17,6.09
14924,460.339996,117.78,11.0
14925,421.709991,76.28,40.0
14926,353.410004,65.06,65.06
14927,391.630005,53.07,53.07
14928,338.769989,34.16,34.16
14929,317.25,51.5,15.03
14930,301.869995,51.5,14.69
14931,271.98999,51.5,14.44
14932,320.839996,51.5,14.51
14933,450.0,51.5,15.02
14934,438.519989,27.33,27.33
14935,427.380005,51.75,51.75
14936,440.089996,149.97,149.97
14937,398.480011,190.96,190.96
14938,375.019989,177.98,177.98
14939,316.089996,199.76,180.0
14940,300.170013,203.04,180.0
14941,296.089996,193.65,108.78
14942,260.820007,178.09,108.78
14943,274.700012,169.61,108.78
14944,366.079987,151.12,151.12
14945,411.600006,86.76,86.76
14946,418.540009,175.8,175.8
14947,423.940002,194.42,194.42
14948,393.209991,199.9,199.9
14949,351.839996,196.72,196.72
14950,254.089996,138.38,50.0
14951,182.600006,55.59,24.36
14952,163.729996,35.45,9.0
14953,140.919998,33.99,7.5
14954,138.259995,31.18,0.0
14955,142.589996,29.21,0.0
14956,211.520004,29.15,0.0
14957,354.100006,33.53,0.0
14958,421.070007,38.86,9.02
14959,446.0,86.46,11.0
14960,333.779999,188.73,90.0
14961,190.320007,245.88,245.88
14962,111.860001,262.61,100.0
14963,80.949997,185.75,185.75
14964,67.839996,111.86,111.86
14965,38.189999,80.95,80.95
14966,43.970001,106.58,106.58
14967,83.089996,38.19,38.19
14968,149.919998,43.97,11.86
14969,313.75,180.0,4.46
14970,363.929993,174.04,9.0
14971,350.0,208.64,208.64
14972,219.559998,196.88,196.88
14973,160.860001,159.98,159.98
14974,119.910004,114.38,114.38
14975,92.620003,88.02,88.02
14976,80.239998,14.83,12.0
14977,71.169998,23.2,12.0
14978,80.199997,15.7,15.7
14979,71.110001,14.96,14.46
14980,72.690002,14.97,14.97
14981,82.239998,15.77,13.0
14982,86.0,20.54,10.0
14983,97.879997,24.02,24.02
14984,74.029999,30.54,30.54
14985,79.550003,111.98,25.5
14986,60.060001,131.18,131.18
14987,36.099998,177.32,75.0
14988,22.09,179.25,10.0
14989,21.85,189.71,10.0
14990,24.98,137.89,0.0
14991,35.18,180.96,-1.86
14992,66.720001,177.27,-1.5
14993,104.5,182.45,5.0
14994,144.330002,191.54,13.0
14995,106.360001,186.12,186.12
14996,72.68,175.94,175.94
14997,70.419998,109.0,30.0
14998,44.279999,146.71,30.0
14999,27.469999,144.82,30.0
15000,27.059999,43.21,30.0
15001,22.190001,27.47,10.5
15002,27.17,85.0,13.0
15003,34.02,85.0,22.19
15004,31.59,27.17,12.13
15005,24.639999,34.02,30.57
15006,57.41,31.59,14.12
15007,74.57,24.64,7.5
15008,67.949997,57.41,30.0
15009,72.550003,104.35,30.0
15010,72.459999,113.2,30.0
15011,68.489998,98.02,30.0
15012,35.369999,105.25,25.0
15013,32.240002,105.25,25.0
15014,33.970001,109.7,91.34
15015,47.93,105.24,105.24
15016,81.730003,105.3,105.3
15017,182.5,105.3,105.3
15018,201.919998,200.0,137.1
15019,214.679993,279.0,182.5
15020,182.75,279.0,201.92
15021,149.5,210.07,210.07
15022,113.279999,182.75,27.0
15023,83.82,150.0,17.5
15024,97.019997,106.7,17.5
15025,84.279999,80.56,31.84
15026,83.889999,74.5,29.71
15027,98.330002,72.0,27.77
15028,169.399994,25.48,13.45
15029,344.869995,27.95,13.45
15030,400.029999,32.39,13.45
15031,415.380005,119.02,10.0
15032,355.0,264.55,130.0
15033,325.980011,239.87,106.0
15034,230.690002,231.75,115.0
15035,190.779999,232.35,232.35
15036,153.350006,225.15,127.0
15037,170.130005,186.2,50.0
15038,215.410004,149.67,149.67
15039,228.149994,136.69,136.69
15040,350.0,119.97,119.97
15041,407.429993,111.96,111.96
15042,442.049988,39.99,11.7
15043,420.049988,36.87,0.98
15044,375.0,41.25,0.98
15045,342.679993,35.89,-1.86
15046,296.690002,32.52,-1.86
15047,261.769989,24.33,11.64
15048,260.100006,14.65,2.94
15049,275.390015,12.83,-45.0
15050,262.470001,9.33,-45.0
15051,260.100006,8.74,-45.0
15052,278.299988,9.91,-45.0
15053,375.0,19.4,-45.0
15054,433.0,25.0,-45.0
15055,440.76001,31.09,-1.39
15056,401.649994,38.31,15.0
15057,364.149994,45.54,21.0
15058,344.299988,238.0,62.59
15059,318.480011,260.0,92.89
15060,306.779999,252.0,103.39
15061,308.309998,103.35,103.35
15062,325.609985,109.52,106.98
15063,355.690002,114.59,114.59
15064,420.700012,154.15,154.15
15065,469.049988,325.0,180.48
15066,580.609985,420.0,196.08
15067,508.100006,430.0,206.71
15068,429.899994,429.0,217.75
15069,388.200012,400.0,204.23
15070,353.779999,447.36,206.4
15071,310.299988,199.99,199.99
15072,299.579987,155.65,155.65
15073,299.540009,204.96,204.96
15074,299.579987,192.84,192.84
15075,297.279999,219.4,219.4
15076,340.940002,224.99,224.99
15077,427.01001,390.0,257.34
15078,534.75,340.94,340.94
15079,527.710022,416.76,416.76
15080,427.100006,540.0,526.49
15081,360.119995,540.0,527.66
15082,321.619995,460.0,427.1
15083,298.369995,430.0,360.12
15084,302.26001,321.62,321.62
15085,311.380005,298.37,188.0
15086,331.880005,302.26,156.71
15087,364.320007,311.38,155.82
15088,406.73999,329.9,156.59
15089,470.0,303.95,280.5
15090,574.51001,297.3,297.3
15091,490.529999,455.43,377.5
15092,403.660004,408.51,377.5
15093,370.0,270.03,270.03
15094,349.390015,402.94,369.0
15095,373.070007,300.0,298.5
15096,339.410004,210.81,23.7
15097,330.079987,148.8,15.0
15098,310.940002,71.37,12.0
15099,322.200012,68.03,14.5
15100,360.0,66.02,14.5
15101,435.100006,132.57,14.5
15102,536.030029,229.93,229.93
15103,498.799988,368.67,368.67
15104,387.880005,505.55,469.64
15105,333.899994,505.55,475.06
15106,301.0,387.91,387.88
15107,294.359985,333.9,333.9
15108,275.839996,301.0,301.0
15109,288.070007,294.36,294.36
15110,310.940002,275.84,170.0
15111,376.920013,288.07,188.0
15112,437.73999,310.94,240.0
15113,493.679993,367.87,367.87
15114,600.0,408.87,408.87
15115,510.0,409.02,409.02
15116,418.380005,410.0,330.0
15117,396.339996,404.93,221.05
15118,378.690002,200.98,200.98
15119,352.559998,135.9,135.9
15120,320.230011,48.71,48.71
15121,312.579987,115.0,50.06
15122,300.480011,115.0,46.9
15123,303.119995,107.0,47.15
15124,324.570007,107.0,49.7
15125,410.660004,89.4,51.79
15126,455.290009,78.65,68.23
15127,424.570007,250.0,250.0
15128,376.019989,246.59,246.59
15129,350.920013,280.71,280.71
15130,338.559998,361.97,361.97
15131,318.160004,350.92,350.92
15132,295.299988,381.0,338.56
15133,324.920013,351.73,318.16
15134,330.76001,351.73,295.3
15135,372.140015,317.12,317.12
15136,422.089996,314.97,314.97
15137,460.130005,283.67,283.67
15138,473.019989,271.59,271.59
15139,435.609985,241.56,169.0
15140,395.480011,220.42,25.0
15141,381.859985,185.43,-55.0
15142,360.929993,160.2,-55.0
15143,377.940002,70.51,-5.0
15144,344.119995,57.24,57.24
15145,312.029999,61.16,61.16
15146,307.230011,59.67,59.67
15147,306.290009,60.06,60.06
15148,312.73999,60.66,60.66
15149,345.200012,64.07,64.07
15150,371.779999,65.68,65.68
15151,370.660004,67.13,67.13
15152,375.149994,70.11,70.11
15153,369.929993,175.53,175.53
15154,363.48999,238.99,238.99
15155,330.0,254.95,254.95
15156,298.290009,235.05,235.05
15157,299.0,235.86,235.86
15158,317.109985,243.84,243.84
15159,357.0,248.95,127.0
15160,374.470001,356.67,251.29
15161,409.630005,382.0,309.17
15162,427.76001,382.0,359.64
15163,407.679993,385.0,379.18
15164,371.549988,407.49,392.7
15165,362.730011,3500.0,275.06
15166,314.970001,1000.0,251.85
15167,268.660004,382.0,199.3
15168,230.0,312.0,129.88
15169,215.240005,267.0,89.0
15170,215.160004,332.24,80.55
15171,194.399994,332.24,78.71
15172,197.600006,356.0,77.54
15173,228.139999,356.0,80.94
15174,239.899994,356.0,116.97
15175,278.73999,356.0,122.17
15176,291.600006,356.0,136.52
15177,271.970001,195.21,195.21
15178,277.0,214.32,214.32
15179,266.480011,243.27,243.27
15180,238.339996,253.61,253.61
15181,211.339996,215.54,215.54
15182,218.589996,227.8,227.8
15183,266.200012,206.27,206.27
15184,328.130005,213.34,213.34
15185,380.089996,229.38,229.38
15186,412.029999,368.4,320.25
15187,393.920013,377.0,351.14
15188,369.970001,357.58,357.58
15189,348.170013,368.4,320.85
15190,294.429993,368.4,213.62
15191,248.770004,351.79,122.15
15192,179.850006,42.91,42.91
15193,156.839996,125.02,21.0
15194,121.239998,60.59,13.0
15195,98.220001,53.37,13.0
15196,155.919998,56.08,13.0
15197,244.589996,79.07,9.77
15198,333.890015,119.98,21.0
15199,329.98999,282.54,202.5
15200,291.5,325.88,325.88
15201,259.75,329.99,329.99
15202,217.479996,295.49,295.49
15203,162.979996,337.0,284.65
15204,173.929993,307.0,272.9
15205,154.25,275.75,275.75
15206,165.240005,283.92,283.92
15207,197.389999,283.97,45.0
15208,309.079987,244.54,53.39
15209,389.01001,199.37,195.0
15210,419.01001,180.01,180.01
15211,396.579987,187.85,187.85
15212,329.700012,188.18,188.18
15213,303.079987,163.21,100.0
15214,263.910004,103.81,25.0
15215,190.949997,110.02,25.0
15216,180.240005,18.77,15.0
15217,169.800003,13.93,13.93
15218,151.300003,20.0,13.0
15219,167.350006,20.0,12.66
15220,209.970001,20.0,12.97
15221,327.480011,20.0,14.32
15222,415.950012,47.78,47.78
15223,443.51001,170.55,170.55
15224,412.290009,89.92,89.92
15225,366.859985,132.5,132.5
15226,351.369995,162.78,162.78
15227,301.369995,187.77,187.77
15228,293.269989,201.01,201.01
15229,288.649994,210.01,210.01
15230,295.209991,200.01,200.01
15231,308.290009,214.86,214.86
15232,365.299988,200.01,200.01
15233,381.5,214.82,202.73
15234,418.98999,203.91,203.91
15235,400.519989,249.0,150.0
15236,351.429993,260.0,199.49
15237,333.690002,257.9,177.12
15238,319.709991,260.0,148.35
15239,306.420013,231.5,119.98
15240,275.779999,86.26,86.26
15241,245.940002,97.15,45.0
15242,242.979996,85.48,42.06
15243,273.769989,78.04,22.0
15244,307.130005,80.45,15.0
15245,383.170013,120.75,15.0
15246,472.630005,233.08,44.19
15247,500.380005,322.7,77.0
15248,429.910004,313.36,313.36
15249,409.970001,350.0,231.94
15250,394.600006,373.91,231.94
15251,353.76001,358.62,231.94
15252,346.450012,381.49,231.9
15253,331.799988,361.88,234.9
15254,357.910004,349.04,234.1
15255,384.980011,321.72,321.72
15256,435.589996,356.92,356.92
15257,510.790009,346.17,346.17
15258,640.419983,303.19,303.19
15259,510.0,369.0,369.0
15260,419.98999,250.57,250.57
15261,372.609985,189.66,189.66
15262,361.799988,167.26,167.26
15263,351.450012,119.93,119.93
15264,336.51001,60.17,60.17
15265,326.140015,50.66,50.66
15266,315.190002,51.8,51.8
15267,320.0,52.94,52.94
15268,345.529999,50.47,50.47
15269,440.070007,56.49,56.49
15270,569.929993,176.72,42.95
15271,583.440002,238.99,43.02
15272,478.200012,323.68,55.43
15273,443.380005,329.9,55.44
15274,377.859985,294.79,55.45
15275,394.980011,320.58,320.58
15276,344.25,312.12,312.12
15277,335.98999,290.93,290.93
15278,368.940002,269.66,269.66
15279,389.75,186.28,186.28
15280,445.01001,209.96,209.96
15281,523.190002,242.84,143.51
15282,605.0,312.51,110.0
15283,520.0,365.55,110.0
15284,424.98999,359.94,120.0
15285,397.029999,294.35,152.04
15286,374.459991,245.97,145.66
15287,349.440002,197.91,197.91
15288,336.100006,163.58,163.58
15289,325.029999,152.25,152.25
15290,322.420013,151.72,151.72
15291,324.799988,158.04,158.04
15292,348.440002,172.81,172.81
15293,429.98999,213.21,213.21
15294,524.0,329.43,329.43
15295,538.919983,434.05,434.05
15296,431.369995,524.0,524.0
15297,376.350006,542.3,542.3
15298,334.170013,444.43,444.43
15299,279.01001,409.27,409.27
15300,252.199997,342.52,342.52
15301,200.029999,326.13,252.0
15302,195.360001,356.61,120.0
15303,218.229996,420.0,80.0
15304,306.609985,483.6,162.0
15305,365.850006,455.9,120.0
15306,356.730011,455.9,140.0
15307,308.230011,524.23,140.0
15308,192.440002,592.95,592.95
15309,164.0,500.07,500.07
15310,91.949997,432.29,432.29
15311,64.410004,356.47,356.47
15312,63.59,256.49,256.49
15313,50.0,214.27,214.27
15314,21.48,188.0,188.0
15315,16.91,189.6,189.6
15316,15.03,260.0,174.47
15317,15.02,260.0,198.63
15318,23.84,294.0,231.91
15319,45.02,374.11,374.11
15320,73.050003,317.02,317.02
15321,109.849998,337.55,26.89
15322,106.769997,346.81,40.21
15323,90.0,326.73,326.73
15324,74.040001,317.12,120.0
15325,66.160004,283.26,283.26
15326,66.900002,218.8,218.8
15327,69.82,204.05,204.05
15328,137.800003,262.92,262.92
15329,169.320007,317.14,317.14
15330,195.770004,312.54,312.54
15331,180.270004,312.44,36.0
15332,144.899994,283.42,48.5
15333,110.290001,198.65,25.0
15334,77.449997,205.77,25.0
15335,64.540001,177.04,39.94
15336,64.040001,97.13,39.94
15337,58.240002,71.94,29.0
15338,61.950001,152.23,29.0
15339,59.189999,155.01,29.0
15340,59.529999,177.17,29.0
15341,59.380001,122.96,25.55
15342,60.029999,120.01,25.55
15343,85.029999,103.08,25.4
15344,92.0,167.56,48.0
15345,74.150002,255.61,48.0
15346,62.080002,311.34,89.0
15347,57.470001,320.41,120.0
15348,56.369999,305.18,99.0
15349,64.550003,301.52,77.0
15350,67.010002,302.87,77.0
15351,91.360001,329.93,77.0
15352,192.050003,334.05,80.0
15353,280.0,348.51,99.0
15354,311.720001,445.06,99.0
15355,289.980011,500.0,170.0
15356,230.470001,530.67,279.5
15357,162.699997,336.28,155.0
15358,150.919998,244.02,50.0
15359,80.839996,181.41,50.0
15360,94.040001,161.67,55.43
15361,82.919998,83.0,80.84
15362,84.269997,110.0,94.04
15363,95.209999,94.38,33.48
15364,126.949997,91.3,33.61
15365,192.679993,101.63,101.63
15366,279.940002,256.49,256.49
15367,304.100006,332.16,332.16
15368,243.020004,332.97,332.97
15369,193.729996,367.7,367.7
15370,117.099998,340.06,340.06
15371,100.0,281.5,281.5
15372,121.959999,328.64,328.64
15373,83.43,505.0,357.85
15374,140.300003,293.93,127.0
15375,204.070007,262.09,80.0
15376,322.589996,259.16,80.0
15377,391.109985,228.03,188.0
15378,466.619995,322.68,260.0
15379,379.850006,384.4,384.4
15380,321.299988,376.6,376.6
15381,318.420013,342.91,342.91
15382,279.929993,399.0,294.0
15383,205.479996,372.0,214.73
15384,188.589996,150.07,135.0
15385,187.669998,130.88,130.88
15386,169.100006,111.53,98.21
15387,187.690002,102.22,79.95
15388,196.919998,79.94,79.94
15389,329.970001,135.44,135.44
15390,427.5,196.92,196.92
15391,497.390015,238.15,238.15
15392,317.089996,282.52,282.52
15393,258.899994,343.2,343.2
15394,217.240005,309.48,309.48
15395,161.910004,321.8,265.0
15396,150.690002,266.5,243.53
15397,140.070007,330.0,228.92
15398,144.080002,294.0,210.07
15399,182.979996,210.76,72.0
15400,261.100006,242.19,242.19
15401,376.440002,360.0,248.82
15402,447.109985,360.0,310.63
15403,243.949997,419.65,260.0
15404,225.589996,510.0,483.93
15405,157.339996,520.0,254.63
15406,133.699997,279.26,30.0
15407,44.990002,254.83,-1.0
15408,83.330002,130.81,-0.92
15409,54.110001,39.93,-0.95
15410,46.040001,16.98,-0.95
15411,41.98,16.54,0.0
15412,41.639999,16.92,0.0
15413,96.139999,18.84,-2.69
15414,149.160004,29.0,-0.92
15415,155.550003,109.95,1.91
15416,104.870003,62.93,11.5
15417,96.07,71.42,25.0
15418,54.84,73.26,25.0
15419,36.23,76.91,14.5
15420,3.91,54.84,25.0
15421,0.38,53.0,38.94
15422,12.46,56.0,23.54
15423,39.990002,73.0,17.17
15424,31.629999,73.0,19.48
15425,20.190001,67.8,35.92
15426,15.99,70.0,25.69
15427,11.04,82.37,20.19
15428,17.0,51.0,15.99
15429,20.23,25.0,10.1
15430,1.89,4.45,0.0
15431,0.93,0.08,0.0
15432,0.39,-0.19,-2.0
15433,0.09,-0.39,-7.0
15434,0.08,-0.95,-7.0
15435,0.06,-0.99,-5.0
15436,0.58,-0.52,-2.0
15437,20.139999,-0.09,-1.5
15438,49.759998,0.58,-6.64
15439,58.220001,22.42,-2.0
15440,41.990002,29.0,10.19
15441,38.360001,30.0,13.11
15442,8.94,22.0,13.01
15443,5.68,11.12,11.12
15444,4.39,8.94,3.36
15445,3.95,5.68,0.47
15446,14.46,4.39,0.0
15447,17.07,3.95,-0.5
15448,24.42,4.35,-0.5
15449,41.919998,4.16,-0.5
15450,44.91,6.65,0.0
15451,44.5,5.48,3.0
15452,41.009998,20.0,3.0
15453,36.189999,3.3,-0.5
15454,25.879999,1.47,-1.15
15455,16.99,0.09,-6.18
15456,4.86,-0.05,-6.18
15457,1.35,-0.92,-7.0
15458,0.55,-0.96,-7.0
15459,0.77,-0.96,-2.0
15460,0.81,-0.59,-2.0
15461,10.91,-0.05,-5.7
15462,80.029999,0.81,-10.0
15463,80.050003,5.95,-6.62
15464,48.610001,30.0,13.34
15465,39.91,30.0,14.93
15466,20.530001,14.94,13.03
15467,14.06,14.91,13.0
15468,13.74,14.52,0.55
15469,19.540001,14.06,-1.0
15470,18.0,13.74,-2.54
15471,23.129999,12.08,-4.43
15472,33.91,10.52,-4.45
15473,51.970001,7.59,0.0
15474,49.950001,10.38,-1.0
15475,38.959999,11.33,-1.0
15476,49.939999,10.64,-0.96
15477,51.189999,8.08,0.0
15478,49.91,5.74,0.0
15479,44.68,3.78,0.0
15480,45.060001,1.3,-1.0
15481,46.720001,0.01,-1.0
15482,46.900002,0.0,-1.0
15483,46.869999,-0.03,-1.0
15484,47.220001,0.0,-1.0
15485,49.220001,0.07,0.0
15486,63.139999,2.03,2.03
15487,70.209999,3.8,3.8
15488,70.239998,7.48,5.0
15489,52.490002,10.13,0.0
15490,45.720001,12.0,0.0
15491,36.57,12.87,3.5
15492,35.0,11.57,11.57
15493,29.940001,10.57,0.0
15494,29.91,9.39,-0.5
15495,41.91,9.02,-0.5
15496,45.41,9.67,-0.5
15497,87.080002,10.37,0.0
15498,13.08,10.87,0.0
15499,41.93,11.71,2.0
15500,41.98,13.08,7.0
15501,41.950001,10.69,0.0
15502,44.119999,9.93,0.0
15503,97.5,8.45,0.0
15504,97.129997,5.29,0.67
15505,100.800003,2.06,2.06
15506,101.260002,1.66,1.66
15507,101.330002,2.01,2.01
15508,100.800003,2.22,2.22
15509,120.980003,4.52,4.52
15510,195.679993,7.71,7.71
15511,196.699997,10.1,10.1
15512,150.850006,11.37,11.37
15513,102.459999,13.94,13.94
15514,87.690002,42.5,16.82
15515,59.970001,42.5,17.15
15516,50.0,38.0,15.54
15517,54.75,25.0,14.67
15518,51.439999,14.24,14.24
15519,132.380005,14.51,14.51
15520,183.080002,14.42,14.42
15521,198.839996,40.0,14.68
15522,258.73999,42.15,15.04
15523,145.050003,66.52,15.44
15524,94.800003,15.07,15.07
15525,92.690002,14.29,14.29
15526,61.84,14.3,14.3
15527,69.370003,12.71,12.71
15528,54.029999,10.73,10.73
15529,9.78,11.22,9.0
15530,9.03,10.38,7.0
15531,9.53,9.78,7.0
15532,11.31,9.03,9.03
15533,127.760002,9.53,7.18
15534,227.259995,11.31,11.31
15535,266.26001,12.54,12.54
15536,217.179993,12.16,12.16
15537,165.029999,12.96,12.96
15538,158.869995,13.54,13.54
15539,133.460007,13.08,13.08
15540,131.080002,12.74,12.74
15541,131.169998,18.0,11.7
15542,139.369995,22.5,10.6
15543,158.860001,22.5,9.3
15544,210.580002,22.5,10.65
15545,247.809998,11.05,11.05
15546,276.73999,12.97,12.97
15547,179.399994,13.37,13.37
15548,157.929993,12.9,12.9
15549,155.399994,10.66,10.66
15550,120.93,9.59,9.59
15551,121.019997,18.0,6.86
15552,115.919998,18.0,2.02
15553,107.730003,0.07,0.07
15554,109.769997,0.06,0.06
15555,120.019997,0.41,0.41
15556,130.929993,18.0,1.05
15557,188.809998,25.0,2.07
15558,299.910004,43.0,7.77
15559,348.980011,59.28,10.97
15560,300.720001,59.28,12.62
15561,258.720001,59.48,13.13
15562,229.869995,54.88,12.97
15563,186.570007,45.0,12.85
15564,183.169998,45.0,12.64
15565,207.25,12.6,12.6
15566,207.600006,24.99,10.0
15567,258.950012,11.14,0.0
15568,323.899994,10.96,0.0
15569,442.720001,11.41,3.0
15570,484.75,51.0,12.68
15571,351.649994,65.0,13.07
15572,295.019989,65.0,12.78
15573,262.029999,51.5,6.0
15574,258.540009,10.58,6.0
15575,236.570007,8.4,8.0
15576,222.210007,3.15,3.15
15577,207.559998,10.42,-6.69
15578,198.990005,10.3,-6.7
15579,219.899994,10.53,0.33
15580,240.679993,11.24,0.25
15581,307.75,12.32,0.4
15582,480.119995,13.64,-0.04
15583,479.299988,52.21,1.33
15584,334.029999,67.21,-0.03
15585,283.730011,83.46,-3.0
15586,232.080002,249.44,0.0
15587,213.639999,269.93,0.0
15588,217.899994,202.16,171.0
15589,217.580002,192.79,192.79
15590,224.309998,197.02,141.17
15591,241.529999,190.02,135.0
15592,295.089996,187.09,135.0
15593,378.399994,185.36,135.0
15594,479.970001,203.31,135.0
15595,324.380005,204.94,135.0
15596,273.019989,202.07,135.0
15597,243.550003,183.86,4.0
15598,228.570007,176.68,4.0
15599,218.660004,124.55,6.0
15600,210.0,80.0,6.0
15601,193.800003,15.2,6.24
15602,182.960007,14.76,6.24
15603,195.020004,14.23,6.24
